Name,Lat,Lon,Category
Bankstown Public School,-33.921122,151.034168,School
Liverpool Public School,-33.923572,150.925924,School
Hurlstone Agricultural High School,-33.970383,150.893629,School
Homebush Boys High School,-33.866059,151.077132,School
Strathfield Girls High School,-33.873901,151.084571,School
Liverpool Girls High School,-33.917986,150.931475,School
Campbelltown Performing Arts High School,-34.060108,150.822959,School
Punchbowl Boys High School,-33.924027,151.052954,School
Liverpool Boys High School,-33.917157,150.93154,School
East Hills Girls Technology High School,-33.956866,150.992016,School
East Hills Boys High School,-33.957229,150.994115,School
Cabramatta High School,-33.901422,150.928913,School
Birrong Boys High School,-33.894047,151.025024,School
Picton High School,-34.194467,150.608418,School
Camden High School,-34.0793994,150.6777325,School
Bass High School,-33.897941,150.989379,School
Merrylands High School,-33.840847,150.96957,School
Sir Joseph Banks High School,-33.939698,151.020907,School
Strathfield South High School,-33.885382,151.071235,School
Auburn Girls High School,-33.84288,151.033681,School
Bankstown Girls High School,-33.920754,151.032138,School
Beverly Hills Girls High School,-33.948461,151.078627,School
Bonnyrigg High School,-33.894982,150.893167,School
Ingleburn High School,-34.005121,150.87152,School
Sefton High School,-33.879538,151.008799,School
Chester Hill High School,-33.874032,150.995411,School
Cecil Hills High School,-33.895704,150.852043,School
Mount Annan High School,-34.057371,150.760739,School
John Edmondson High School,-33.946,150.843226,School
Picnic Point High School,-33.964344,151.011457,School
Westfields Sports High School,-33.866933,150.920432,School
Canley Vale High School,-33.884644,150.951658,School
Miller High School,-33.923589,150.881139,School
Ashcroft High School,-33.920414,150.897272,School
Condell Park High School,-33.923579,151.001755,School
Lurnea High School,-33.941743,150.896043,School
Holroyd High School,-33.832906,150.951137,School
Granville South Creative and Performing Arts High School,-33.860626,150.997598,School
Fairvale High School,-33.873614,150.929459,School
James Busby High School,-33.908964,150.874039,School
Casula High School,-33.95123,150.8937,School
Hoxton Park High School,-33.92,150.86162,School
Airds High School,-34.086883,150.827109,School
James Meehan High School,-33.988351,150.892287,School
Moorebank High School,-33.925772,150.958685,School
Elderslie High School,-34.052603,150.715295,School
St Johns Park High School,-33.873073,150.892002,School
Leumeah High School,-34.054339,150.84737,School
Concord High School,-33.864062,151.109271,School
Fairfield High School,-33.865214,150.958647,School
Sarah Redfern High School,-34.026782,150.85088,School
Macquarie Fields High School,-33.996784,150.884901,School
Prairiewood High School,-33.85948,150.901709,School
Holsworthy High School,-33.955528,150.95232,School
Eagle Vale Sports High School,-34.039942,150.803543,School
Ambarvale High School,-34.099984,150.801938,School
Robert Townson High School,-34.01533,150.817995,School
Bossley Park High School,-33.870958,150.875379,School
Elizabeth Macarthur High School,-34.057072,150.740091,School
Thomas Reddall High School,-34.082029,150.801488,School
Belmore Boys High School,-33.910796,151.085575,School
Granville Boys High School,-33.834618,151.008817,School
Birrong Girls High School,-33.88948,151.025708,School
Wiley Park Girls High School,-33.924357,151.066545,School
Bilpin Public School,-33.497331,150.516765,School
Blackheath Public School,-33.639284,150.285831,School
Blaxland Public School,-33.737103,150.603489,School
Colo Heights Public School,-33.372972,150.739776,School
Burnside Public School,-33.79258,151.018316,School
Cattai Public School,-33.558762,150.906904,School
Colyton Public School,-33.777199,150.81316,School
Comleroy Road Public School,-33.506475,150.69763,School
Doonside Public School,-33.764557,150.870497,School
Eastern Creek Public School,-33.787013,150.852624,School
Ebenezer Public School,-33.530917,150.876774,School
Emu Plains Public School,-33.755617,150.657739,School
Excelsior Public School,-33.740444,150.990408,School
Freemans Reach Public School,-33.558697,150.799309,School
Girraween Public School,-33.799711,150.950356,School
Glenbrook Public School,-33.7656978,150.6177045,School
Glossodia Public School,-33.530504,150.765471,School
Greystanes Public School,-33.828043,150.941111,School
Kellyville Public School,-33.711052,150.957887,School
Kingswood Public School,-33.765884,150.726509,School
Kurmond Public School,-33.549715,150.692309,School
Kurrajong Public School,-33.555196,150.662653,School
Kurrajong East Public School,-33.511172,150.77726,School
Kurrajong North Public School,-33.541815,150.639446,School
Lawson Public School,-33.721217,150.428243,School
Leura Public School,-33.711151,150.336733,School
Llandilo Public School,-33.707237,150.751783,School
Londonderry Public School,-33.647454,150.736905,School
Luddenham Public School,-33.881331,150.691523,School
Macdonald Valley Public School,-33.321271,150.971993,School
Maraylya Public School,-33.592681,150.916264,School
Maroota Public School,-33.455283,150.99365,School
Marsden Park Public School,-33.696425,150.833642,School
The Meadows Public School,-33.781365,150.942567,School
Megalong Public School,-33.715301,150.232582,School
Mount Victoria Public School,-33.591334,150.253883,School
Mulgoa Public School,-33.836505,150.650344,School
Northmead Public School,-33.786511,150.990753,School
Oakville Public School,-33.620452,150.87054,School
Orchard Hills Public School,-33.783029,150.721365,School
Parklea Public School,-33.725885,150.93476,School
Parramatta Public School,-33.816821,151.008374,School
Parramatta North Public School,-33.803951,151.004694,School
Parramatta West Public School,-33.824472,150.990968,School
Penrith Public School,-33.755926,150.70439,School
Pitt Town Public School,-33.583887,150.859638,School
Plumpton Public School,-33.749158,150.838556,School
Quakers Hill Public School,-33.737467,150.885265,School
Regentville Public School,-33.77728,150.668311,School
Richmond North Public School,-33.580591,150.716871,School
Riverstone Public School,-33.678387,150.871019,School
Rouse Hill Public School,-33.679219,150.920985,School
Rydalmere Public School,-33.814317,151.044705,School
St Marys Public School,-33.768364,150.770634,School
Schofields Public School,-33.693115,150.875247,School
Seven Hills North Public School,-33.759976,150.955041,School
Springwood Public School,-33.704613,150.573472,School
Toongabbie Public School,-33.787181,150.966667,School
Vineyard Public School,-33.647352,150.857935,School
Wallacia Public School,-33.862695,150.641613,School
Wentworth Falls Public School,-33.714112,150.373525,School
Wentworthville Public School,-33.814004,150.968613,School
Wilberforce Public School,-33.558704,150.839763,School
Windsor Public School,-33.610366,150.816413,School
Wisemans Ferry Public School,-33.385958,150.984133,School
Warragamba Public School,-33.890924,150.60539,School
Parramatta East Public School,-33.806081,151.017766,School
Hazelbrook Public School,-33.726554,150.459399,School
Westmead Public School,-33.810171,150.985291,School
Seven Hills Public School,-33.770031,150.937488,School
Katoomba North Public School,-33.699128,150.315134,School
Pendle Hill Public School,-33.810297,150.953964,School
Hilltop Road Public School,-33.826331,150.973319,School
Richmond Public School,-33.598937,150.757514,School
Dundas Public School,-33.804424,151.036399,School
Oxley Park Public School,-33.771451,150.788894,School
Rooty Hill Public School,-33.769292,150.840435,School
Cambridge Park Public School,-33.747017,150.725939,School
Blacktown North Public School,-33.75879,150.913134,School
Windsor South Public School,-33.618221,150.804036,School
Oatlands Public School,-33.800088,151.023521,School
Telopea Public School,-33.797032,151.04364,School
Blacktown West Public School,-33.770441,150.893057,School
Rydalmere East Public School,-33.817144,151.05818,School
Ermington West Public School,-33.805894,151.058368,School
Penrith South Public School,-33.763901,150.700637,School
Castlereagh Public School,-33.667028,150.675968,School
Yates Avenue Public School,-33.795608,151.058398,School
Seven Hills West Public School,-33.765987,150.921605,School
Marayong Public School,-33.756609,150.895304,School
Lalor Park Public School,-33.760504,150.93125,School
Bert Oldfield Public School,-33.777505,150.924537,School
Blacktown South Public School,-33.780193,150.905175,School
Warrimoo Public School,-33.728056,150.600217,School
St Marys North Public School,-33.756231,150.782596,School
Quakers Hill East Public School,-33.732484,150.914359,School
Darcy Road Public School,-33.801954,150.96599,School
Vardys Road Public School,-33.757148,150.942765,School
Lynwood Park Public School,-33.754408,150.926373,School
St Marys South Public School,-33.780052,150.776385,School
Marayong Heights Public School,-33.742667,150.896425,School
Bennett Road Public School,-33.783499,150.792462,School
Mount Druitt Public School,-33.763984,150.812509,School
Walters Road Public School,-33.784758,150.892148,School
Blaxland East Public School,-33.746937,150.623632,School
Marayong South Public School,-33.760128,150.885236,School
Kingswood South Public School,-33.769287,150.711849,School
Wadangali Public School,-33.741191,150.711457,School
Faulconbridge Public School,-33.691022,150.544693,School
Toongabbie West Public School,-33.792593,150.957238,School
Toongabbie East Public School,-33.797274,150.980274,School
Whalan Public School,-33.752917,150.809664,School
Shelley Public School,-33.789161,150.917863,School
Jasper Road Public School,-33.761316,150.982269,School
Carlingford West Public School,-33.78237,151.03717,School
Tregear Public School,-33.745883,150.794321,School
Beresford Road Public School,-33.814864,150.942945,School
Lethbridge Park Public School,-33.737964,150.800109,School
Winston Hills Public School,-33.773464,150.981106,School
Emerton Public School,-33.744738,150.805478,School
Lapstone Public School,-33.772117,150.631327,School
Mount Riverview Public School,-33.72951,150.632585,School
Winmalee Public School,-33.670272,150.610783,School
Crestwood Public School,-33.749141,150.972197,School
Emu Heights Public School,-33.736652,150.648818,School
Metella Road Public School,-33.793967,150.934756,School
Dawson Public School,-33.745369,150.816017,School
Hebersham Public School,-33.748103,150.825924,School
Madang Avenue Public School,-33.759958,150.804846,School
Hobartville Public School,-33.603649,150.742281,School
Blackett Public School,-33.739605,150.815858,School
Willmot Public School,-33.725747,150.794401,School
Winston Heights Public School,-33.77485,150.967894,School
Werrington Public School,-33.755125,150.745293,School
Leonay Public School,-33.76432,150.650498,School
Shalvey Public School,-33.726605,150.809439,School
Bidwill Public School,-33.733547,150.825934,School
York Public School,-33.777111,150.698124,School
Grose View Public School,-33.594468,150.66485,School
Cambridge Gardens Public School,-33.737224,150.722008,School
Noumea Public School,-33.732606,150.809892,School
Crawford Public School,-33.75479,150.868825,School
Braddock Public School,-33.722492,150.708382,School
Matthew Pearce Public School,-33.758183,150.963554,School
Clairgate Public School,-33.796329,150.799228,School
Kings Langley Public School,-33.745131,150.924433,School
St Clair Public School,-33.796324,150.786899,School
Werrington County Public School,-33.74513,150.747554,School
Jamisontown Public School,-33.77306,150.683083,School
Katoomba Public School,-33.718645,150.313708,School
Blackwell Public School,-33.806328,150.783052,School
Samuel Terry Public School,-33.713307,150.708745,School
Ellison Public School,-33.69035,150.585327,School
Banks Public School,-33.793717,150.773098,School
William Dean Public School,-33.734259,150.858693,School
Minchinbury Public School,-33.78862,150.832427,School
James Erskine Public School,-33.805167,150.803884,School
Bligh Park Public School,-33.639133,150.794565,School
Hambledon Public School,-33.71645,150.887211,School
Glenmore Park Public School,-33.783388,150.681117,School
Hassall Grove Public School,-33.73548,150.838504,School
Barnier Public School,-33.72051,150.901824,School
Glendenning Public School,-33.74223,150.852638,School
Windsor Park Public School,-33.640641,150.813492,School
Caddies Creek Public School,-33.736255,150.926227,School
Henry Fulton Public School,-33.70473,150.709665,School
Claremont Meadows Public School,-33.774178,150.747014,School
Beaumont Hills Public School,-33.697809,150.945659,School
Surveyors Creek Public School,-33.787277,150.689173,School
Ironbark Ridge Public School,-33.687371,150.933259,School
Kellyville Ridge Public School,-33.705413,150.924005,School
Sherwood Ridge Public School,-33.706672,150.975587,School
Ropes Crossing Public School,-33.7334423,150.7830912,School
John Palmer Public School,-33.707397,150.911525,School
Rowland Hassall School,-33.867715,150.989018,School
Tallowood School,-33.707054,150.95217,School
Redbank School,-33.800809,150.987659,School
Casuarina School,-33.677516,150.866346,School
William Rose School,-33.769095,150.937493,School
Kurrambee School,-33.766355,150.757118,School
Coreen School,-33.77315,150.911039,School
Halinda School,-33.75902,150.807065,School
Niland School,-33.736791,150.813357,School
The Hills School,-33.779745,151.003951,School
Plumpton House School,-33.75029,150.840732,School
Penrith Valley School,-33.766554,150.758761,School
Carlingford Public School,-33.780094,151.055153,School
Rosehill Public School,-33.824229,151.018376,School
Parramatta High School,-33.817883,150.996083,School
Katoomba High School,-33.727402,150.314399,School
Penrith High School,-33.756721,150.706537,School
Richmond High School,-33.600535,150.746715,School
Blacktown Girls High School,-33.761976,150.910792,School
Northmead Creative and Performing Arts High School,-33.788092,150.999661,School
Seven Hills High School,-33.762705,150.94487,School
James Ruse Agricultural High School,-33.780624,151.043204,School
Blacktown Boys High School,-33.762057,150.912543,School
Glenwood High School,-33.733029,150.937429,School
Glenmore Park High School,-33.791012,150.672564,School
Rouse Hill High School,-33.6864,150.9317,School
Nepean Creative and Performing Arts High School,-33.747745,150.668882,School
Greystanes High School,-33.812495,150.940352,School
Pendle Hill High School,-33.793877,150.962194,School
Windsor High School,-33.618653,150.833554,School
Doonside High School,-33.754708,150.874186,School
Mitchell High School,-33.784795,150.915971,School
The Hills Sports High School,-33.782184,150.938834,School
Evans High School,-33.786512,150.889725,School
Colyton High School,-33.777602,150.797336,School
Springwood High School,-33.685057,150.550608,School
Kingswood High School,-33.770416,150.715263,School
Chifley College Mount Druitt Campus,-33.744657,150.812884,School
Baulkham Hills High School,-33.750227,150.991499,School
Kellyville High School,-33.707777,150.969921,School
Chifley College Dunheved Campus,-33.749646,150.783093,School
Chifley College Shalvey Campus,-33.730804,150.80574,School
Model Farms High School,-33.76943,150.971394,School
Girraween High School,-33.79989,150.944577,School
Plumpton High School,-33.748126,150.835498,School
Cambridge Park High School,-33.752164,150.732892,School
Blaxland High School,-33.754247,150.60859,School
Colo High School,-33.569359,150.708204,School
Chifley College Bidwill Campus,-33.733854,150.827271,School
Crestwood High School,-33.743607,150.975672,School
Jamison High School,-33.775335,150.698118,School
Hawkesbury High School,-33.559541,150.798039,School
St Clair High School,-33.794217,150.786794,School
Winmalee High School,-33.676047,150.615138,School
Cranebrook High School,-33.721662,150.709812,School
Erskine Park High School,-33.807899,150.802962,School
Quakers Hill High School,-33.729813,150.89645,School
Macarthur Girls High School,-33.813086,151.012499,School
Arthur Phillip High School,-33.815715,151.007474,School
Cumberland High School,-33.785205,151.036898,School
Riverstone High School,-33.678883,150.875744,School
Rooty Hill High School,-33.770841,150.838148,School
Wilton Public School,-34.228678,150.684833,School
The Ponds School,-33.698,150.911601,School
Oran Park Public School,-33.99728,150.73485,School
George Bass School,-33.89794534,150.988237,School
Marie Bashir Public School,-33.875168,151.079424,School
Cammeraygal High School,-33.832162,151.20304,School
Aurora College,-33.7897,151.1607,School
Victoria Avenue Public School,-33.847748,151.083379,School
Riverbank Public School,-33.703959,150.899525,School
The Ponds High School,-33.7033,150.89764,School
Anzac Park Public School,-33.826566,151.210731,School
Spring Farm Public School,-34.069638,150.714957,School
Fernhill School,-33.796286238,150.676955842,School
Wentworth Point Public School,-33.823709,151.080113,School
Lindfield College,-33.790062,151.160509,School
Yandelora School,-34.04306214,150.732244025,School
Bella Vista Public School,-33.726556,150.954991,School
North Kellyville Public School,-33.691337,150.955059,School
Bayanami Public School,-33.80993,151.001264,School
Inner Sydney High School,-33.889372,151.20603,School
Oran Park High School,-33.998988,150.736305,School
Gledswood Hills Public School,-34.01223,150.776555,School
Smalls Road Public School,-33.799393,151.109465,School
Jordan Springs Public School,-33.724924,150.725931,School
South Creek School,-33.6779475,150.8756393,School
Galungara Public School,-33.700355,150.880515,School
Barramurra Public School,-34.006959,150.749038,School
Denham Court Public School,-33.9825,150.8154,School
Northbourne Public School,-33.6890866,150.8186977,School
Richmond Agricultural Centre,-33.614026,150.753568,School
Nangamay Public School,-33.803003,150.681619,School
Edmondson Park Public School,-33.965316,150.852675,School
Ngarala Public School,-33.78106,151.069192,School
Gregory Hills Public School,-34.025,150.78,School
Gulyangarri Public School,-33.917848,150.932241,School
Tallawong Public School,-33.6868,150.8991,School
Nirimba Fields Public School,-33.7146,150.8728,School
Melonba High School,-33.697399,150.802768,School
Green Square Public School,-33.908383,151.20668,School
Melonba Public School,-33.699759,150.803617,School
Box Hill Public School,-33.64227,150.892123,School
Wentworth Point High School,-33.82399,151.08074,School
Randwick High School,-33.921832,151.23944,School
Gledswood Hills High School,-34.022494,150.769597,School
Bayside High School,-33.967395499999995,151.1374145,School
Box Hill High School,-33.6457,150.898968,School
