Postcode,Distance_to_CBD,Dist_to_Station,Dist_to_Market,Dist_to_School,Is_Premium_Area
2060,4.789554367033895,0.3077647645594539,0.31690020849823797,0.5667803424803187,1
2061,3.8357021508955476,0.3294395339457356,1.1023143584149242,1.4686069928814203,1
2062,6.704775549759796,1.688470310471408,0.9494270226933057,0.28168741353423593,1
2063,7.854525192071049,2.1939998685102906,0.6345579957972189,0.3539504848433717,1
2064,8.025267799184556,0.499788748885044,1.3443002480552417,0.2980956276347206,0
2065,6.204173070862544,0.37545222560554525,0.5887741430218177,0.8638248790920713,1
2066,8.286236795232492,2.4896843339763977,0.8532977162574482,0.7957622406927087,0
2067,9.780195002991974,0.3677190566486381,0.5442813615237524,0.046873899216559295,1
2068,9.12868317251474,1.8505357014673403,1.176029722245146,0.28074518062376264,1
2069,11.462417053091993,1.7097871365535189,1.690097687190238,0.645784830383532,1
2070,12.110851692831174,0.8545651086041505,0.8506729208846764,0.6398715281913668,1
2071,14.369967709776798,2.5088505679206103,2.466479030433406,0.6931935460319597,0
2072,15.09299008521703,0.1723904573213968,0.136988081025941,1.013974325677764,0
2073,15.637224062600465,1.7697299511654383,2.007527333383069,0.8928466464004692,1
2074,18.11225243030085,0.5394699758367648,0.4429102898478498,0.6781927344682149,1
2075,18.071330022639252,3.3082364012821035,0.9694422619937817,0.6528550347905296,1
2076,19.934754373470007,1.029793360328242,2.0504083316443302,0.6582630314813247,1
2077,23.50219432707914,1.0423619052243578,1.3064893939275222,0.5112492930597045,0
2079,25.56402486985675,0.617197566978021,4.21350855423067,0.7552598376501726,0
2080,25.659687411847155,0.8329972388044187,5.082504760519533,0.7409511297849238,0
2081,29.720010223142193,0.48798224315350686,1.3856811406244132,0.19542887936630574,0
2082,37.96747305919842,8.704811635868948,7.395763654513268,5.499966989508555,0
2084,25.81221645256393,6.647697429818667,8.446719433760373,3.897974294947389,1
2085,17.14929615335354,6.099473689744958,2.704885368186597,0.48708437439653995,1
2086,14.729167669232352,5.991501909691667,0.4446045397183951,0.41928646764066224,1
2087,12.997896154652423,3.6646140468641275,2.162139796822602,0.5439487181472115,1
2088,6.740801967595868,3.36905146700594,2.285766875556272,0.1125464786870856,1
2089,4.851607532827142,1.1292513088965714,1.3034913466876548,1.03216319401266,0
2090,6.198025652029349,1.9865796208151634,0.41866572396542345,0.5193548729355463,0
2092,10.140251472159964,5.253923049782533,2.1217358353394538,0.9483162140116499,1
2093,11.069156691377222,6.74248256477373,0.5920726211048173,0.4831937298983151,1
2094,11.547295745195369,7.907623268276217,0.8337805587199613,0.5578315345763603,1
2095,11.084842220531339,8.370405818409543,1.975603274877346,1.9036498638274924,1
2096,13.860383370480772,9.805049734268653,1.941465972378146,0.5341837772661518,1
2097,18.049296578750578,12.19236874639637,1.776871797465443,0.8425196687535342,0
2099,16.385237592750922,10.260774159444741,0.8414443853181034,0.4819916357438476,1
2100,13.802475590051424,7.681881761749758,0.6478436614747124,0.7600333133669271,1
2101,20.449670745666154,12.085885210591234,2.4987155401374466,1.3164178105391953,1
2102,22.8442769416262,14.608337186785171,0.7566912147393869,1.215842230103767,1
2103,24.33669299996958,15.182762803652208,0.4653716963017815,0.34327609869616393,1
2104,25.476069979168052,13.560382179288322,1.8176108120930476,1.1487170706753989,1
2105,27.58720144730225,11.772020823118469,4.200640141964286,3.257627707126044,1
2106,26.66513292132048,15.509287184927468,0.9757609064044105,0.2192704299757588,1
2107,29.63836180510362,15.805038731265308,0.6266052622729886,0.5995199636802067,1
2108,32.856704669535944,13.118093039932088,3.653423435642938,3.2130753064504125,1
2110,7.414868703766556,3.966157671056499,2.025691962232854,0.22485242534447453,1
2111,9.580443079137186,3.458426644664959,0.35689341285745735,0.3544704416360965,0
2112,11.66693360074941,1.6970802784659091,0.5343930619313506,0.4497948540115905,0
2113,12.113681819923608,3.9586696035052324,0.37841578478549037,0.06415646074997346,0
2114,13.828608355344748,0.7156582358093616,0.6068464296953036,0.3043143517426072,0
2115,15.597848316411444,2.6689773466856788,2.1719561312411293,0.4747565360428509,0
2116,17.402698075770996,0.8617114806632257,2.7898033275602856,0.7175081948184605,0
2117,17.913803701045946,0.3175567335676827,2.504287699274849,0.13536160251670085,0
2118,19.200453888858476,0.7857619768281704,0.8414579160288762,0.559998985137028,0
2119,19.320441636469287,0.6836839160661505,0.6913137263290973,0.38194018757564235,0
2120,20.868320846763012,0.45079279394109956,0.7693055825373272,0.7311246578877837,0
2121,16.81307663922267,0.24624292508905402,2.010729492917885,0.8282690132634294,0
2122,14.66435029195499,0.9175676973518725,0.9823888877895928,0.5292400747104695,0
2125,21.677123275518497,3.2156419640683636,0.846547958517099,1.6031814648689997,0
2126,23.10879710799359,3.0174419720090695,0.4900518990146079,0.7306257621845531,0
2127,12.473316618050486,1.0002270598861596,1.4784936005708165,0.8723471151870945,0
2128,15.562064560105382,2.0163283663477474,0.7743369648537993,0.9139399117426568,0
2130,6.594039980955239,0.36820694658777176,1.0612743159804638,0.33724964461075585,0
2131,7.616424610253126,0.1672007562789584,0.14524715850324366,0.454070668889884,0
2132,8.579751933415032,0.22313864959295146,1.0379557379012545,0.3233373283892593,0
2133,9.782930123068006,1.3110362248867644,2.1190636553463986,0.7395375465056649,0
2134,9.658632280346135,0.3856680100343058,0.28896657832793693,0.4427408264336312,0
2135,11.224915847819636,1.3552550057584736,1.1992469220712099,0.3317308629534244,0
2136,11.00368224809218,2.313574124394843,2.166493369540589,0.3696774316674775,0
2137,9.883274445534566,1.4525881450046647,0.06237430719780896,0.702656520968104,0
2138,11.837551728662572,0.25939270436266276,1.124787725370597,0.30647023368336573,0
2140,13.596802116264586,1.5830939389176286,1.2700485498290626,1.5212599647637237,0
2141,14.961340622787631,0.9651510466789344,1.173368944490048,1.2905806581062302,0
2142,18.511778614146362,0.26065892281126907,0.1624838142821161,0.6250240505499989,0
2143,17.025928356076424,0.3561533913256894,1.7903192003599082,0.17755522643662205,0
2144,16.937122650934146,0.6307184401376685,0.5092425761544211,0.61959263040943,0
2145,23.541048398752547,1.5038355135531005,1.154602858065811,0.6093119628779213,0
2146,25.061613451031928,0.773274970640476,0.9691676302043749,0.4149945531712118,0
2147,28.16735152994873,0.9231458244521836,1.138930143795933,0.3691944460552279,0
2148,30.325198079494058,1.8161947691098903,1.6129254596046716,0.5828063127750142,0
2150,19.964051943372194,0.17576138542038097,0.3940470534040234,0.16551152019191925,0
2151,20.835518293510923,1.6942537652069267,1.3311695060681294,0.812906298067792,0
2152,22.37938117656023,2.1586111433343156,1.0815512350752188,0.6857783443783115,0
2153,28.60722597858094,5.087865483525882,0.6423092344970186,0.5734856522764528,0
2154,25.307477953889304,6.349671821905584,0.517975618257888,0.6064930038332371,0
2155,30.503947809657785,3.2892181177937867,0.3638258093436558,0.6112403198110765,0
2156,33.02473045635053,10.70972386419873,3.875760881163941,2.34228894513617,1
2157,37.031286751955946,13.820782089559835,1.470631062871423,1.3813734243896578,0
2158,26.345342418036644,5.566151515305473,2.0662821399055753,1.3769997302139951,0
2159,39.86974359027072,11.35828308065637,9.591124619626747,9.36803518702749,0
2160,21.851368868318183,1.4573352775442696,1.2653894634085707,0.5177836393511204,0
2161,20.735916681465106,0.45247649804286433,2.663506579687713,0.32256542991751164,0
2162,18.66815363157526,0.43499664419645717,0.38197556404829697,0.33011954015107203,0
2163,20.951012838530527,0.7661075692560438,1.8843016056477808,0.6885064237164619,0
2164,30.897875106192405,7.9439359303066945,2.6841041596641975,1.7628520478473138,0
2165,23.92716479884542,0.8779185892459187,0.7363420771423292,0.8017150645042264,0
2166,25.59301179645886,0.9071819160397899,0.8473853276238011,0.7936060032975872,0
2167,30.794950863426873,0.24432353351181813,1.6777547172199003,0.3547523910044359,0
2168,30.773902670917614,4.920607440292187,0.8283657435311641,0.6295831437205756,0
2170,26.77796610273916,0.7140820122523827,1.0386124717738578,0.6768030615856923,0
2171,33.56436827754154,3.6264903034721945,0.28582211741349334,0.6541538946949128,0
2172,27.720023120736272,0.5273694188466651,1.7031184978529208,1.0798410045603355,0
2173,33.947053428469665,8.312747040795228,8.095412281652138,5.619298038443901,0
2174,33.93487081207741,0.9318122584840495,0.8082745764186433,0.27082179808428586,0
2175,33.341283793964365,8.182211956076847,4.3602221092678,0.6604442935570187,1
2176,29.670703166078162,5.566591721027149,0.8690997428818464,0.6016875750067461,0
2177,30.215235062769462,5.4869192958168345,1.331107630489611,1.150317120000944,0
2178,34.000810468927206,9.556022280199187,1.6666711482290522,1.979175267898446,0
2179,36.82113015971882,5.887276445864184,3.143923431650664,0.1631851837066585,0
2190,14.677960249719417,2.1912095894975816,1.287147453645003,1.219144374312553,0
2191,11.464177049005416,1.1930684750247236,1.5488449923354624,0.3476667533271008,0
2192,11.572219387157132,0.43409345911488495,1.1556628429644993,0.5667360681745642,0
2193,8.456650086232651,0.27404974928752035,0.3578762376199094,0.21776974617704872,0
2194,10.392736685772041,0.7860949462823342,0.6316651589522254,0.6982603229283714,0
2195,12.808046670115411,0.5001457898014529,0.7166423443698678,0.644178192351302,0
2196,14.678899057226362,0.5531039752083119,0.44415218935780953,0.18425127162429955,0
2197,19.325043043059225,1.9669466260180544,0.4842008558665162,0.876983128537571,0
2198,20.516405100999986,3.0339615158216837,1.1964910016132813,0.6807856248315227,0
2199,17.09471840283427,0.16656138940640378,1.7720286701299108,0.5160941250086362,0
2200,18.320779894998108,2.0607269953999214,2.355769808408837,0.16682477740788962,0
2203,6.658322572550516,0.06927085299521644,2.0611682725311855,0.22837310614627404,0
2204,5.713702077515652,0.2572307816309763,1.5931882945359301,0.7249728400637019,0
2205,8.121251561676026,0.13618534883873754,0.9631139594362689,0.33455981318802397,0
2206,9.07428831307324,0.6440269455496201,1.5725957753188158,0.3287163552493493,1
2207,10.853527570564584,1.3638521609498462,1.1566332562328814,0.8701218357171216,0
2208,12.002895674927233,0.3341628958228002,0.2461039472940874,0.6640886961846735,0
2209,14.158465821093667,0.49682451967863944,1.6382996613898002,0.3155014488847573,0
2210,16.47447380156781,0.6918471258222231,0.5565876142826338,0.5444137335325195,0
2211,18.284946156454428,1.052638662548415,1.8673230187345604,0.6082980408838806,0
2212,19.093269359672615,0.5840281574178681,0.6578402121152462,0.3962765981889857,0
2213,21.254365998293235,1.08625876640348,1.9597967201933326,0.25632952347078236,0
2214,21.73997301320919,2.0745753893469177,3.109693906438951,0.18154773740616603,0
2216,9.683335119491195,1.1180169218648592,0.7292308358923436,0.37699943231060334,0
2217,11.854174758670805,1.5342139703899464,1.4486855214032894,0.6439768294591947,0
2218,12.96236079885376,0.4716038974317072,0.8703318353649544,0.8946352573279374,0
2219,14.36237624347646,3.238252256110257,1.7599694011384652,0.34957544624236525,0
2220,13.41423044049049,0.10796039877891493,0.07480205435757482,0.49679979937475854,0
2221,15.276282368095373,2.6194372311236656,1.988323364832829,0.5177840306935858,1
2222,14.44317953140899,0.43695089135306725,1.6372573590835966,0.13453489704610624,0
2223,16.469912394921852,0.663618454303214,0.3898294650493937,0.6046734881654325,0
2224,17.441372882304265,2.525091723517069,0.3667014725617858,0.4309004961121431,1
2225,16.783574237359833,1.9831642453334313,2.0054253544884983,1.3287685337403325,1
2226,19.25244250376327,0.6804061196965013,0.7680881678835001,0.5955161103187574,0
2227,21.67883431559273,1.6631967980801112,2.0155456095183992,0.383317087257715,1
2228,19.742929747953642,0.1854989205077191,0.3658636272324026,0.5116721330619465,0
2229,20.722014404178562,1.5041199048995393,1.2666680453478398,0.31522328087717344,1
2230,24.259547076081443,4.388287637779589,4.60991435307468,1.6233246341468712,0
2231,16.39591089680686,4.821382555785424,4.629259261971855,2.3946114514282772,0
2232,23.81660013644667,2.1823367311667954,3.1466746196408137,0.6238676394578246,0
2233,30.575581519351985,3.4749645072967628,5.774574185028424,3.639250168555171,0
2234,24.20969288796092,4.9905936821739365,1.4382851600075393,1.1091833856127817,1
2250,62.0318172890687,16.34781238819635,16.42846990362978,20.196133466106872,0
2251,48.107382474096376,7.327086816403896,2.470789649752374,17.729154769201823,0
2256,46.05039915740017,0.8529783080773136,0.6837060083913868,13.053905119695626,0
2257,43.220407153310376,6.108433661972,5.895702660177472,12.883343655418884,0
2258,62.44572767484774,3.835804194308519,6.231025985779381,26.737397719765823,0
2259,76.63324603650865,7.9172177046587615,9.337707347152797,39.70785428713197,0
2260,55.187869659278505,7.854681763983498,4.158634749324547,24.72233856672529,0
2261,69.43548975702228,9.292866490925064,3.9531079470227057,38.330934703473034,0
2262,80.65842756200296,4.976291755525996,1.775272631499587,47.63984742231355,0
2263,73.97563758849279,10.84463327375898,5.719749199074614,43.14355818515541,0
2264,91.52495467523359,3.986698443947041,9.376064421983358,57.375198773988664,0
2265,89.63075448009491,7.220652170909419,16.242706358615465,48.040746814002006,0
2267,95.51964117802017,8.465958338131818,11.711036032255242,62.17050114238356,0
2278,111.57271148688719,18.784993623346317,28.604287379888664,72.03434063336273,0
2280,104.95382529613418,16.715974860087147,21.10109437580378,72.07368742536448,0
2281,98.07929096759298,15.663035147428063,14.960913089872047,66.17861353105839,0
2282,107.83914270621334,17.65087765649615,23.943715076930175,73.35561623698618,0
2283,101.8872860829305,9.761151910576874,18.84864039713685,65.17669862202625,0
2284,110.34343721657733,18.3407834105918,26.77064027600947,73.01703545731421,0
2285,113.40658848172104,21.818296340282743,29.62238297106522,76.5731647731719,0
2286,110.94912945989931,18.084497219866858,29.570517205598268,68.46135103604726,0
2287,117.86951457032346,25.824044754797015,34.15436274815015,79.74605759984297,0
2289,113.96179396544163,24.625669830525524,30.141417788013335,80.2763094508042,0
2290,110.29002700622846,22.252208249970973,26.609900373172056,77.73035515562482,0
2291,114.99684725486709,26.96144241721369,31.45255238645152,82.61855390198163,0
2292,116.8672745981112,28.044372969271166,33.18568189109069,83.70099391344496,0
2293,118.81225664710776,30.01590024441856,35.174179916785825,85.61783857712535,0
2294,119.52182420483442,31.091942996820087,35.988439757865265,86.74381772661256,0
2295,124.55740269478807,36.1072956010557,41.122513268760656,91.60713033880451,0
2296,118.6874576250143,29.543529614489866,34.97235450306622,85.07083675288798,0
2297,119.50245104427083,30.288791894850657,35.78625839900687,85.76841675958924,0
2298,118.78828784040157,28.610285250809,34.9171979835507,83.79993113982951,0
2299,117.90047012264164,26.783309010737984,34.0056844906544,81.536431324407,0
2300,118.37481084229034,30.8878282037843,35.082478169093484,86.31080998857553,0
2302,117.36715932578835,28.947056646106216,33.78784074616676,84.65777652882227,0
2303,117.67775827827909,28.714066703225665,33.98204839808714,84.3172845785658,0
2304,121.98123026060757,31.679224443667515,38.11802480250566,86.6472786552079,0
2305,115.69544098914966,25.67609377739161,31.817397062470935,81.07678959182026,0
2306,108.37166493183211,19.692685922128486,24.542056213905184,75.51606599409747,0
2307,119.81215589516837,28.28622308329483,35.9485852022492,82.58989353686565,0
2311,173.7045960069252,82.32354903374961,93.9875479505341,120.2802664664374,0
2315,156.22556743737164,74.78689259211622,76.96090479223815,126.8571012207679,0
2316,147.56032916497315,64.18622536834086,66.96303150049269,117.8607680052782,0
2317,152.46373187297013,67.20161043860102,70.93462597124447,122.09665839778864,0
2318,137.56679166532487,47.87316590398157,53.953511561745024,102.42474360850838,0
2319,149.7203155269355,63.79139131820431,67.80147619882646,119.01565641804011,0
2320,130.7435939588457,38.246364565231595,49.68499890904923,83.64675727914945,0
2321,143.06030200528957,50.10651123781524,59.87381342677454,99.0710763180911,0
2322,125.3496410262366,32.65048386375099,41.92546661820549,84.57800961461902,0
2323,130.5987265960424,37.61244832719081,48.109854023840064,86.26775832376033,0
2324,174.9524954369684,93.07685711924954,95.74644614328118,145.68727121736188,0
2325,101.19175482200914,20.76875178443823,32.02966333706265,49.94023186955544,0
2326,124.22844890231157,33.501167727379226,45.907600483288704,74.61305862412466,0
2327,120.97415170918829,29.28856829965684,41.44532377788928,73.46551288787278,0
2328,157.04015030089542,104.07724323800383,108.14918243729291,90.03323204199087,0
2329,225.1933384844222,168.64478796940318,160.04712062823398,156.22394093792684,0
2330,126.7246256022431,61.07493523924387,71.3589959591887,62.37406596376683,0
2333,187.76055075170703,119.27068864223335,131.54829421907561,121.955525204719,0
2334,129.4793839368244,40.959747426816485,53.6494288947264,76.38200437825573,0
2335,138.40798653758048,51.96356548351861,64.73858410199252,82.20064688551349,0
2336,193.40502852224915,110.74178626452206,123.52376035964977,131.26937559183838,0
2337,213.44966779436652,130.3452885673209,143.08082079150017,150.99973890460646,0
2338,239.45684406616215,156.39896481629182,169.1007594451413,176.49719132750388,0
2339,245.38238932971527,171.99965351946625,184.79090829819657,179.7104121504349,0
2340,283.62170203523266,197.62879445240168,210.04974308832865,221.63415106771743,0
2341,287.55632548135696,210.57372115334152,223.40001205586307,222.23448107646476,0
2342,309.58534705916827,232.484353065979,245.30605139542538,244.18417619762502,0
2343,265.71028944670155,202.50406685474582,202.5094779179177,197.8328469291194,0
2346,370.5468883913266,291.12599421280305,303.8839693336141,305.40818359810567,0
2347,405.66352758353827,325.08243540105786,337.7857790511388,340.7088762154057,0
2350,382.71092542314784,290.6471457296868,301.5253702828667,326.6621232989176,0
2352,310.8757868142059,223.25784185414605,235.44215327595424,249.72188868310369,0
2354,308.8642794147128,216.94195858554107,227.9691411323676,253.13212606118873,0
2357,295.13415714701387,237.8079395034063,221.91671777475543,225.30649619878199,0
2358,371.884535702487,283.5482529587988,295.5570997748812,310.8395005640809,0
2360,473.0472431563152,385.48463120536087,397.5557946982694,410.95605593038266,0
2361,521.0653436789883,433.48946931725476,445.5383060559208,458.84522562078934,0
2365,421.2929397841358,330.5006025831748,341.8945444129575,362.63417114064015,0
2369,433.5438126785413,345.34294999615764,357.3324960845784,372.0759788660683,0
2370,465.4606163287952,373.9739804054074,385.08755983897623,407.72680161215095,0
2371,505.6602898374232,414.5553185177639,425.79961928728954,447.1205673757373,0
2372,549.6106369842759,458.9951119016959,470.3848760481073,490.22180525319413,0
2380,329.37060301817144,257.71384040564254,270.5167533790488,263.3043122701131,0
2381,301.76084729547074,226.95109475026274,239.77905298626365,236.0300825939456,0
2382,378.26676444855025,303.7125000806451,316.54180965086977,312.34336646511656,0
2388,436.80419367250926,378.3520029816225,357.16623851385435,366.430342682979,0
2390,408.98669335235587,339.24695807732525,343.71566319332294,341.7479545600465,0
2400,517.3040653636233,445.70238430043196,450.9476602582882,450.1911997066046,0
2402,497.88211925718895,415.08638394057965,427.63775507631755,433.3737165515779,0
2404,456.13482369928676,375.4700763877579,388.15322433607395,391.084953683587,0
2406,595.0992943259506,528.0953808938784,521.0994481939408,526.1620498266423,0
2420,188.1454052138282,95.45441208343505,106.16369258446292,137.56108317806002,0
2421,145.88815897674655,53.7404757053849,65.24017131231034,96.13848408760363,0
2422,221.16338309923884,128.18299615132216,138.17953279116387,171.7341889302473,0
2423,195.81109869216115,107.62691944910334,113.21247087250934,161.39534967465838,0
2425,179.0490859081767,87.6937519584864,95.20818783358571,139.17342320412456,0
2427,265.7733328819481,177.32561203826077,183.2774364458177,229.9539131043451,0
2428,220.70258692761948,133.0571138803073,138.49454905545986,186.71953847291638,0
2429,255.9533836390487,163.8886851360156,172.05565655527744,212.3220368628886,0
2430,251.6840444715078,161.84992902213818,168.48414958982485,213.5258571502241,0
2431,371.89483541884107,281.220472878034,288.4454442342561,330.8564844122516,0
2439,282.313787769232,192.24294665948528,199.05404146269376,243.31769032786232,0
2440,425.814172785361,333.69233999164777,341.92806238292906,380.4484220173427,0
2441,372.13577968632194,280.037760063672,288.2486504482373,327.1729153926938,0
2443,279.87369301892966,191.09702996111645,197.23444319516545,243.3448751486185,0
2444,313.34797455203864,223.7859500557161,230.3614328908626,275.0723562348875,0
2445,297.0698716282708,207.959463856031,214.28740461018032,259.7830874181274,0
2446,301.62889114678245,209.4197726902344,217.72604218381784,256.88936336677364,0
2447,368.2798483142476,275.93256425542853,284.3749601800131,322.41762736909374,0
2448,400.06207812017544,308.12744982044256,316.2054408122214,355.46964383537744,0
2449,389.5997215351372,297.0549109461036,305.7091705444413,342.73558025325536,0
2450,442.71489902729513,349.7450823609478,359.14864075025275,392.4254440251908,0
2452,430.09236227021074,338.13104132789044,346.2338747043741,385.2514322897906,0
2453,414.49969506319144,321.6307264959736,330.76108231693917,365.52202506785005,0
2454,410.62275950327654,318.1324685703117,326.72379328460744,363.88269067985294,0
2455,407.9956426116384,315.94899000074685,324.11944653224157,362.9862325560324,0
2456,461.394972807001,369.18693122557187,377.5001918018143,415.549087271831,0
2460,543.7826704778606,451.12410759339883,459.90818644636073,495.64989289612424,0
2462,488.1351057469996,395.7447178064422,404.23022280049406,441.462944908325,0
2463,533.4747311824648,440.63445444570647,449.6927389083182,484.21244436672583,0
2464,529.0073442291739,436.5810235980309,445.1026202436605,482.0371911460777,0
2465,533.2931231068897,440.6545593074885,449.4137875003859,485.30137326616773,0
2466,537.5688851735637,445.1056922883261,453.6652227457768,490.410155265722,0
2469,552.9099506305262,460.0743606259887,470.2089644704183,498.9689031972263,0
2470,570.2506259805123,477.31307461544463,487.24359128275637,517.1206466006715,0
2471,574.4393605949206,481.5966368816342,490.6558498745956,525.0334987342794,0
2472,561.9910426164943,469.2796037568192,478.1330846042227,513.5037511771975,0
2473,554.4895313209028,461.84820699988984,470.6099866100723,506.4169557494143,0
2474,619.6955297781586,526.7520806403221,536.6578935072746,566.504878894972,0
2477,592.1398422482779,499.4490507196319,508.2730833367617,543.6893037301538,0
2478,600.1421696732482,507.56943579954003,516.2476957044789,552.2956389384815,0
2479,615.7718917661596,523.0839772382049,531.9032366594856,567.2787742489854,1
2480,607.8773972757128,514.9531946460935,524.1845271876066,557.6319326506627,0
2481,623.5165515216228,530.9009871053003,539.6289471372863,575.397355050556,1
2482,630.0504082126166,537.2075714031438,546.2630336160366,580.5025644017708,0
2483,641.088999575727,548.269930980016,557.2829064639493,591.696900313904,1
2484,644.0829910753191,551.125737863702,560.4519411492047,593.3292371977999,0
2485,671.2524339768936,578.3722870906822,587.4973737393746,621.3036923317692,0
2486,666.5039653539551,573.6002049186219,582.7769933564296,616.342000281933,0
2487,661.8927094603373,569.0577385442064,578.0971753357691,612.3366616837687,1
2488,655.8504582948455,563.0474829286892,572.0328571337362,606.5425059832863,0
2489,649.8672694923852,557.0661083381281,566.0488321821017,600.5848102332064,0
2500,67.4162067485985,1.3449120317806524,1.671834371429259,26.235046592575046,0
2502,74.63781047239702,6.436163286795142,1.7009042065249111,33.8056239671487,0
2505,69.2474155323278,6.250743463025491,5.478202151517182,33.081922296344494,0
2506,74.93329234077751,6.64898053351471,4.27267550893789,30.765818842076214,0
2508,44.42994698547108,1.167019964368726,4.493420962554519,10.6607644251899,0
2515,52.947816931480034,0.690477510072336,8.451599401346545,17.303686061195055,0
2516,57.15915249786786,0.9474835660520271,4.426876395388088,18.361159584792766,0
2517,59.446653694400375,2.2074172153335883,2.530544292343897,19.29725741204251,0
2518,62.01015825313133,1.6807084427381673,1.0239690239344208,21.512176313424337,0
2519,69.68282592979132,13.891211859650081,16.65485495147456,13.295322861751432,0
2525,71.22281704438929,6.089212362844412,4.043912383382602,26.182050300382162,0
2526,68.04422740486149,11.08324631456776,9.989015111447431,18.90948212450686,0
2527,88.30816548539494,20.160824590444566,10.468161865298091,33.74773396926679,0
2528,80.79362039129309,12.649852017101315,7.592115866523975,36.36957712115032,0
2529,85.59631380758302,17.58169848336991,11.80698682697764,39.36011898444664,0
2530,80.21190178214079,13.267268640141346,2.800768909978807,27.256450400050618,0
2533,94.33408233482606,25.91826697166662,17.04512391662074,39.94507400805798,0
2534,104.6115095373869,36.31816563753901,28.059739599328218,50.010737789518494,0
2535,109.15833723714577,40.753021371708215,31.520025716525605,50.09182032051407,0
2536,222.05057709717497,149.4521997926416,139.1092855249365,155.62572276499642,0
2537,257.4133598299207,183.58780859240485,172.7756205668937,189.80946598897776,0
2538,183.8198916425855,112.45259887488568,102.79208348104902,118.53845159738742,0
2539,196.92663082273583,128.70441661289493,119.67176266507488,134.6666561225664,0
2540,119.88991979279305,50.86528984973421,41.942605199220544,56.47674730581689,0
2541,141.34956333432717,69.34139980958439,60.45947339315248,75.34227133793105,0
2545,280.9422247743642,206.86915250781757,195.92381368145,213.1009617264025,0
2546,278.52223343982274,210.7908317211055,202.00069080583268,217.43347786083476,0
2548,351.9108761358265,282.97352615480065,272.92282600013607,289.08795295627755,0
